,game_id,season,date,away_team,away_score,home_team,home_score,result,a_eFGp,a_FTr,a_ORBp,a_TOVp,h_eFGp,h_FTr,h_ORBp,h_TOVp
0,131410290001,1314,2013-10-29,ORL,87,IND,97,1,0.5788834951456311,0.15048543689320387,0.31310000000000004,0.12034406565656565,0.4698544698544699,0.24948024948024947,0.2096,0.12001297437560818
1,131410290002,1314,2013-10-29,CHI,95,MIA,107,1,0.515439429928741,0.33966745843230406,0.3663,0.11097587169757285,0.49612903225806454,0.21677419354838712,0.45730000000000004,0.12286991902670909
2,131410290003,1314,2013-10-29,LAC,103,LAL,116,1,0.5557404326123128,0.15973377703826955,0.3481,0.1281093199530266,0.4604743083003952,0.16600790513833993,0.2461,0.14120748085854148
3,131410300004,1314,2013-10-30,BRK,94,CLE,98,1,0.5802845528455285,0.15040650406504064,0.42739999999999995,0.15788808892257167,0.46964586846543005,0.23271500843170323,0.7572,0.09581646423751687
4,131410300005,1314,2013-10-30,BOS,87,TOR,93,1,0.5205011389521641,0.25740318906605925,0.4421,0.15655511413372838,0.5028462998102466,0.18975332068311193,0.3798,0.1137201868699287
5,131410300006,1314,2013-10-30,MIA,110,PHI,114,1,0.49286846275752777,0.2155309033280507,0.4036,0.12349338075479155,0.4027237354085604,0.23735408560311283,0.513,0.17268270944741532
6,131410300007,1314,2013-10-30,WAS,102,DET,113,1,0.49829059829059824,0.18632478632478633,0.6161,0.14099725911870123,0.45757575757575764,0.16363636363636364,0.4507,0.11978917105893627
7,131410300008,1314,2013-10-30,MIL,83,NYK,90,1,0.5462662337662337,0.21266233766233766,0.44589999999999996,0.14664906877841324,0.49513618677042803,0.11867704280155641,0.2897,0.09259871684635226
8,131410300009,1314,2013-10-30,IND,95,NOP,90,0,0.4698544698544699,0.24948024948024947,0.2096,0.12001297437560818,0.5345394736842105,0.23519736842105265,0.2822,0.11853173591639053
9,131410300010,1314,2013-10-30,ORL,115,MIN,120,1,0.5788834951456311,0.15048543689320387,0.31310000000000004,0.12034406565656565,0.4707547169811321,0.20943396226415092,0.3489,0.1163345662808734
10,131410300011,1314,2013-10-30,CHA,83,HOU,96,1,0.5027624309392265,0.24861878453038672,0.5754,0.12849208322971067,0.4680170575692964,0.2068230277185501,0.3295,0.12147231096911608
11,131410300012,1314,2013-10-30,MEM,94,SAS,101,1,0.5192878338278931,0.17804154302670622,0.3165,0.12013568265334965,0.5621931260229133,0.2078559738134206,0.34519999999999995,0.1053740779768177
12,131410300013,1314,2013-10-30,ATL,109,DAL,118,1,0.5157766990291262,0.21359223300970875,0.23630000000000004,0.12413108242303872,0.45464601769911506,0.09734513274336283,0.5228,0.12892213829169086
13,131410300014,1314,2013-10-30,OKC,101,UTA,98,0,0.5041666666666667,0.21458333333333335,0.4344,0.1419021190716448,0.5039447731755424,0.20315581854043394,0.3877,0.13561284817455965
14,131410300015,1314,2013-10-30,POR,91,PHO,104,1,0.5241545893719807,0.22383252818035426,0.4065,0.10329511414110111,0.47408536585365857,0.16463414634146345,0.2735,0.14920424403183025
15,131410300016,1314,2013-10-30,DEN,88,SAC,90,1,0.5151133501259445,0.23425692695214106,0.3649,0.13789195315451455,0.5117773019271948,0.14346895074946467,0.43529999999999996,0.12061250174800728
16,131410300017,1314,2013-10-30,LAL,94,GSW,125,1,0.46951219512195114,0.16260162601626016,0.2461,0.1420271142672692,0.52625,0.185,0.613,0.13560787704885816
17,131410310018,1314,2013-10-31,NYK,81,CHI,82,1,0.49513618677042803,0.122568093385214,0.30110000000000003,0.09856100926473488,0.515439429928741,0.33966745843230406,0.3663,0.11097587169757285
18,131410310019,1314,2013-10-31,GSW,115,LAC,126,1,0.52625,0.185,0.613,0.13560787704885816,0.5557404326123128,0.15973377703826955,0.3481,0.1281093199530266
19,131411010020,1314,2013-11-01,CLE,84,CHA,90,1,0.46964586846543005,0.23271500843170323,0.7572,0.09581646423751687,0.5027100271002709,0.23577235772357721,0.5472,0.12688277668631304
20,131411010021,1314,2013-11-01,NOP,90,ORL,110,1,0.5345394736842105,0.23519736842105265,0.2822,0.11853173591639053,0.5788834951456311,0.15048543689320387,0.31310000000000004,0.12034406565656565
21,131411010022,1314,2013-11-01,PHI,109,WAS,102,0,0.4027237354085604,0.23735408560311283,0.513,0.17268270944741532,0.49829059829059824,0.18632478632478633,0.6161,0.14099725911870123
22,131411010023,1314,2013-11-01,TOR,95,ATL,102,1,0.496343692870201,0.19561243144424129,0.41070000000000007,0.11485451761102602,0.5157766990291262,0.21359223300970875,0.23630000000000004,0.12413108242303872
23,131411010024,1314,2013-11-01,MIL,105,BOS,98,0,0.5462662337662337,0.21266233766233766,0.44589999999999996,0.14664906877841324,0.5205011389521641,0.25740318906605925,0.4421,0.15655511413372838
24,131411010025,1314,2013-11-01,MIA,100,BRK,101,1,0.49612903225806454,0.21677419354838712,0.45730000000000004,0.12286991902670909,0.5698818897637795,0.15748031496062992,0.47659999999999997,0.15564914850759934
25,131411010026,1314,2013-11-01,DAL,105,HOU,113,1,0.45464601769911506,0.09734513274336283,0.5228,0.12892213829169086,0.47432762836185827,0.22982885085574573,0.31360000000000005,0.12565641410352588
26,131411010027,1314,2013-11-01,DET,108,MEM,111,1,0.43140243902439024,0.1829268292682927,0.42619999999999997,0.13945704722945332,0.5192878338278931,0.17804154302670622,0.3165,0.12013568265334965
27,131411010028,1314,2013-11-01,OKC,81,MIN,100,1,0.5041666666666667,0.21458333333333335,0.4344,0.1419021190716448,0.4707547169811321,0.20943396226415092,0.3489,0.1163345662808734
