,game_id,a_eFGp,a_FTr,a_ORBp,a_TOVp,h_eFGp,h_FTr,h_ORBp,h_TOVp
0,131410290001.0,0.5299760191846523,0.15347721822541965,0.37345,0.12977275348944514,0.491353001017294,0.21770091556459817,0.2872,0.12909868525265328
1,131410290002.0,0.5246523388116309,0.347661188369153,0.36525,0.11745029503514114,0.5121951219512195,0.21489782465392224,0.37725000000000003,0.1191142046278458
2,131410290003.0,0.5333333333333333,0.17543859649122806,0.3584,0.13729440335577878,0.47322970639032813,0.153713298791019,0.20165,0.1233875490745934
3,131410300004.0,0.559017941454202,0.17280453257790368,0.45054999999999995,0.15034740468266478,0.497907949790795,0.2175732217573222,0.7108500000000001,0.1012607296137339
4,131410300005.0,0.5154355016538037,0.22601984564498345,0.40090000000000003,0.14632596407906617,0.5336538461538461,0.19755244755244755,0.37410000000000004,0.11806952828079588
5,131410300006.0,0.5163216560509554,0.22054140127388536,0.3349,0.11699784774012713,0.40714285714285714,0.18392857142857144,0.54935,0.1597315436241611
6,131410300007.0,0.4981867633726202,0.19038984587488667,0.5842,0.14352600189510062,0.47857142857142854,0.19047619047619047,0.5240499999999999,0.1502403846153846
7,131410300008.0,0.5350949628406276,0.23616845582163504,0.42739999999999995,0.14730535969626743,0.5236344537815126,0.1407563025210084,0.29775,0.09676284306826179
8,131410300009.0,0.491353001017294,0.21770091556459817,0.2872,0.12909868525265328,0.5401182432432432,0.23479729729729729,0.2556,0.11360054633326329
9,131410300010.0,0.5299760191846523,0.15347721822541965,0.37345,0.12977275348944514,0.4716202270381836,0.2136222910216718,0.3975,0.12343886145803079
10,131410300011.0,0.4765291607396871,0.2532005689900427,0.5187999999999999,0.12174100409394528,0.48878394332939784,0.23022432113341204,0.3785,0.13178798382437898
11,131410300012.0,0.5136103151862464,0.15902578796561603,0.39885000000000004,0.12971054068814855,0.5603885135135135,0.21199324324324326,0.37700000000000006,0.11719796410393786
12,131410300013.0,0.5150501672240803,0.20735785953177258,0.23850000000000002,0.11766579375752001,0.4716981132075472,0.11202830188679246,0.39635000000000004,0.12552624464099496
13,131410300014.0,0.5341922695738355,0.2081268582755203,0.44765,0.13411529368976177,0.5224171539961014,0.2134502923976608,0.42779999999999996,0.1256699875844109
14,131410300015.0,0.5395061728395062,0.25679012345679014,0.37605,0.10507766610103121,0.4866197183098591,0.14788732394366197,0.31725000000000003,0.13529227604096786
15,131410300016.0,0.4984662576687116,0.26380368098159507,0.26925,0.12792144931544738,0.5033745781777278,0.1653543307086614,0.40269999999999995,0.1257816430676346
16,131410300017.0,0.47719298245614034,0.15087719298245614,0.20165,0.12403056569343064,0.5556278464541314,0.20884840598568644,0.6233,0.14298902245680228
17,131410310018.0,0.523686920700309,0.14418125643666324,0.30345,0.10042918454935622,0.5246523388116309,0.347661188369153,0.36525,0.11745029503514114
18,131410310019.0,0.5556278464541314,0.20884840598568644,0.6233,0.14298902245680228,0.5333333333333333,0.17543859649122806,0.3584,0.13729440335577878
19,131411010020.0,0.497907949790795,0.2175732217573222,0.7108500000000001,0.1012607296137339,0.478613569321534,0.24926253687315633,0.49229999999999996,0.12468827930174563
20,131411010021.0,0.5401182432432432,0.23479729729729729,0.2556,0.11360054633326329,0.5299760191846523,0.15347721822541965,0.37345,0.12977275348944514
21,131411010022.0,0.40714285714285714,0.18392857142857144,0.54935,0.1597315436241611,0.4981867633726202,0.19038984587488667,0.5842,0.14352600189510062
22,131411010023.0,0.5365752285951787,0.19617622610141314,0.39455,0.11647099539440406,0.5150501672240803,0.20735785953177258,0.23850000000000002,0.11766579375752001
23,131411010024.0,0.5350949628406276,0.23616845582163504,0.42739999999999995,0.14730535969626743,0.5154355016538037,0.22601984564498345,0.40090000000000003,0.14632596407906617
24,131411010025.0,0.5121951219512195,0.21489782465392224,0.37725000000000003,0.1191142046278458,0.5599250936329588,0.17696629213483145,0.48739999999999994,0.14690132283555737
25,131411010026.0,0.4716981132075472,0.11202830188679246,0.39635000000000004,0.12552624464099496,0.48707482993197276,0.2585034013605442,0.33775,0.1323837280899799
26,131411010027.0,0.46715328467153283,0.2116788321167883,0.50475,0.15452250369983458,0.5136103151862464,0.15902578796561603,0.39885000000000004,0.12971054068814855
27,131411010028.0,0.5341922695738355,0.2081268582755203,0.44765,0.13411529368976177,0.4716202270381836,0.2136222910216718,0.3975,0.12343886145803079
28,131411010029.0,0.5395061728395062,0.25679012345679014,0.37605,0.10507766610103121,0.4984662576687116,0.26380368098159507,0.26925,0.12792144931544738
29,131411010030.0,0.5224171539961014,0.2134502923976608,0.42779999999999996,0.1256699875844109,0.4866197183098591,0.14788732394366197,0.31725000000000003,0.13529227604096786
30,131411010031.0,0.5333333333333333,0.17543859649122806,0.3584,0.13729440335577878,0.5033745781777278,0.1653543307086614,0.40269999999999995,0.1257816430676346
31,131411010032.0,0.5621004566210045,0.21278538812785389,0.31615000000000004,0.1196311011861605,0.47322970639032813,0.153713298791019,0.20165,0.1233875490745934
32,131411020033.0,0.5070356472795498,0.24296435272045028,0.6243499999999998,0.1032505348229142,0.491353001017294,0.21770091556459817,0.2872,0.12909868525265328
33,131411020034.0,0.5246523388116309,0.347661188369153,0.36525,0.11745029503514114,0.40714285714285714,0.18392857142857144,0.54935,0.1597315436241611
34,131411020035.0,0.478613569321534,0.24926253687315633,0.49229999999999996,0.12468827930174563,0.5401182432432432,0.23479729729729729,0.2556,0.11360054633326329
35,131411020036.0,0.5136103151862464,0.15902578796561603,0.39885000000000004,0.12971054068814855,0.4716981132075472,0.11202830188679246,0.39635000000000004,0.12552624464099496
36,131411020037.0,0.5353711790393013,0.19912663755458515,0.41305000000000003,0.11852967425256582,0.5350949628406276,0.23616845582163504,0.42739999999999995,0.14730535969626743
37,131411020038.0,0.48878394332939784,0.23022432113341204,0.3785,0.13178798382437898,0.5224171539961014,0.2134502923976608,0.42779999999999996,0.1256699875844109
38,131411020039.0,0.5603885135135135,0.21199324324324326,0.37700000000000006,0.11719796410393786,0.5371452420701168,0.2621035058430718,0.36324999999999996,0.10796008110171944
39,131411020040.0,0.5033745781777278,0.1653543307086614,0.40269999999999995,0.1257816430676346,0.5556278464541314,0.20884840598568644,0.6233,0.14298902245680228
40,131411030041.0,0.5154355016538037,0.22601984564498345,0.40090000000000003,0.14632596407906617,0.461892247043364,0.20105124835742447,0.48345,0.15497907288952065
41,131411030042.0,0.4981867633726202,0.19038984587488667,0.5842,0.14352600189510062,0.5121951219512195,0.21489782465392224,0.37725000000000003,0.1191142046278458
42,131411030043.0,0.5599250936329588,0.17696629213483145,0.48739999999999994,0.14690132283555737,0.5299760191846523,0.15347721822541965,0.37345,0.12977275348944514
43,131411030044.0,0.4866197183098591,0.14788732394366197,0.31725000000000003,0.13529227604096786,0.5369774919614148,0.20337620578778134,0.49525,0.14832304153045162
44,131411030045.0,0.45178197064989517,0.20859538784067083,0.36615,0.12083691981725485,0.5236344537815126,0.1407563025210084,0.29775,0.09676284306826179
45,131411030046.0,0.5150501672240803,0.20735785953177258,0.23850000000000002,0.11766579375752001,0.47719298245614034,0.15087719298245614,0.20165,0.12403056569343064
46,131411040047.0,0.45178197064989517,0.20859538784067083,0.36615,0.12083691981725485,0.49918166939443537,0.2283142389525368,0.72565,0.10591293047433398
47,131411040048.0,0.5556278464541314,0.20884840598568644,0.6233,0.14298902245680228,0.40714285714285714,0.18392857142857144,0.54935,0.1597315436241611
48,131411040049.0,0.5154355016538037,0.22601984564498345,0.40090000000000003,0.14632596407906617,0.5136103151862464,0.15902578796561603,0.39885000000000004,0.12971054068814855
49,131411040050.0,0.48878394332939784,0.23022432113341204,0.3785,0.13178798382437898,0.5333333333333333,0.17543859649122806,0.3584,0.13729440335577878
50,131411050051.0,0.5097323600973236,0.19951338199513383,0.34885000000000005,0.12958304748837562,0.5443092962641182,0.1998262380538662,0.42625,0.11358885017421604
51,131411050052.0,0.5224171539961014,0.2134502923976608,0.42779999999999996,0.1256699875844109,0.5599250936329588,0.17696629213483145,0.48739999999999994,0.14690132283555737
52,131411050053.0,0.491353001017294,0.21770091556459817,0.2872,0.12909868525265328,0.4650684931506849,0.19726027397260273,0.5171,0.16066311911584116
53,131411050054.0,0.478613569321534,0.24926253687315633,0.49229999999999996,0.12468827930174563,0.523686920700309,0.14418125643666324,0.30345,0.10042918454935622
54,131411050055.0,0.4866197183098591,0.14788732394366197,0.31725000000000003,0.13529227604096786,0.5401182432432432,0.23479729729729729,0.2556,0.11360054633326329
55,131411050056.0,0.47322970639032813,0.153713298791019,0.20165,0.1233875490745934,0.4716981132075472,0.11202830188679246,0.39635000000000004,0.12552624464099496
56,131411050057.0,0.5603885135135135,0.21199324324324326,0.37700000000000006,0.11719796410393786,0.4984662576687116,0.26380368098159507,0.26925,0.12792144931544738
57,131411050058.0,0.48878394332939784,0.23022432113341204,0.3785,0.13178798382437898,0.5392826643894107,0.2655849701110162,0.3419,0.11123619599013618
58,131411050059.0,0.5150501672240803,0.20735785953177258,0.23850000000000002,0.11766579375752001,0.4953416149068323,0.15527950310559008,0.3457,0.12476710141070003
