,game_id,season,date,away_team,away_score,home_team,home_score,result,away_elo_i,away_elo_n,home_elo_i,home_elo_n,elo_pred
44,131411030045,1314,2013-11-03,MIN,109,NYK,100,0,1493.7563033627155,1510.741011622596,1578.588903384721,1561.6041951248405,1
45,131411030046,1314,2013-11-03,ATL,103,LAL,105,1,1485.3594010809943,1482.3911937531193,1503.543469595026,1506.511676922901,1
46,131411040047,1314,2013-11-04,MIN,92,CLE,93,1,1510.741011622596,1506.0560493513265,1368.7808683824558,1373.4658306537253,0
47,131411040048,1314,2013-11-04,GSW,110,PHI,90,0,1571.367640178747,1588.5759524610219,1484.9669285120203,1467.7586162297455,0
48,131411040049,1314,2013-11-04,BOS,88,MEM,95,1,1458.1283901538698,1455.3892135612969,1604.5515935311441,1607.290770123717,1
49,131411040050,1314,2013-11-04,HOU,118,LAC,137,1,1577.4805808521921,1567.5620724024693,1590.9996305834338,1600.9181390331566,1
50,131411050051,1314,2013-11-05,MIA,104,TOR,95,0,1682.7575294223918,1689.5757244149934,1494.076586012854,1487.2583910202525,0
51,131411050052,1314,2013-11-05,UTA,88,BRK,104,1,1497.1816228681116,1488.728219738484,1520.0481373628095,1528.501540492437,1
52,131411050053,1314,2013-11-05,IND,99,DET,91,0,1593.8378220523416,1600.680035197425,1422.2330887260075,1415.390875580924,0
53,131411050054,1314,2013-11-05,CHO,102,NYK,97,0,1346.3243518136485,1362.5105055479696,1561.6041951248405,1545.4180413905194,1
54,131411050055,1314,2013-11-05,PHO,104,NOP,98,0,1404.2968025907696,1415.3597935598732,1413.8539474303034,1402.7909564611998,1
55,131411050056,1314,2013-11-05,LAL,104,DAL,123,1,1506.511676922901,1497.1838057005973,1533.4767509537396,1542.8046221760433,1
56,131411050057,1314,2013-11-05,SAS,102,DEN,94,0,1656.1181018530474,1665.9696223205374,1578.845951264165,1568.994430796675,0
57,131411050058,1314,2013-11-05,HOU,116,POR,101,0,1567.5620724024693,1580.8963474496022,1464.9478908917417,1451.6136158446088,0
58,131411050059,1314,2013-11-05,ATL,105,SAC,100,0,1482.3911937531193,1490.6489530223914,1428.0202698462099,1419.7625105769378,0
59,131411060060,1314,2013-11-06,TOR,90,CHO,92,1,1487.2583910202525,1481.978398193098,1362.5105055479696,1367.7904983751241,0
60,131411060061,1314,2013-11-06,CHI,80,IND,97,1,1515.7380984421702,1509.1942098568074,1600.680035197425,1607.2239237827878,1
61,131411060062,1314,2013-11-06,LAC,90,ORL,98,1,1600.9181390331566,1586.4226449949808,1351.4109184142003,1365.9064124523761,0
62,131411060063,1314,2013-11-06,WAS,116,PHI,102,0,1439.5535387626499,1458.9459031811543,1467.7586162297455,1448.366251811241,1
63,131411060064,1314,2013-11-06,UTA,87,BOS,97,1,1488.728219738484,1480.7435297028808,1455.3892135612969,1463.3739035969002,0
64,131411060065,1314,2013-11-06,NOP,99,MEM,84,0,1402.7909564611998,1433.1321851346984,1607.290770123717,1576.9495414502185,1
65,131411060066,1314,2013-11-06,CLE,104,MIL,109,1,1373.4658306537253,1370.1068552756408,1445.0133709827671,1448.3723463608517,1
66,131411060067,1314,2013-11-06,GSW,106,MIN,93,0,1588.5759524610219,1601.627183817947,1506.0560493513265,1493.0048179944013,0
67,131411060068,1314,2013-11-06,PHO,96,SAS,99,1,1415.3597935598732,1414.3355483767432,1665.9696223205374,1666.9938675036674,1
68,131411060069,1314,2013-11-06,DAL,93,OKC,107,1,1542.8046221760433,1537.017097653525,1626.3011106927518,1632.08863521527,1
69,131411070070,1314,2013-11-07,LAC,97,MIA,102,1,1586.4226449949808,1583.5538042034539,1689.5757244149934,1692.4445652065203,1
70,131411070071,1314,2013-11-07,ATL,107,DEN,109,1,1490.6489530223914,1488.4185094747093,1568.994430796675,1571.2248743443572,1
71,131411070072,1314,2013-11-07,LAL,99,HOU,98,0,1497.1838057005973,1504.217517251292,1580.8963474496022,1573.8626358989075,1
72,131411080073,1314,2013-11-08,NYK,101,CHO,91,0,1545.4180413905194,1553.0413158492572,1367.7904983751241,1360.1672239163863,0
73,131411080074,1314,2013-11-08,TOR,84,IND,91,1,1481.978398193098,1478.9170202126909,1607.2239237827878,1610.2853017631949,1
74,131411080075,1314,2013-11-08,BOS,91,ORL,89,0,1463.3739035969002,1468.2508683300493,1365.9064124523761,1361.029447719227,0
75,131411080076,1314,2013-11-08,CLE,79,PHI,94,1,1370.1068552756408,1363.8893258915514,1448.366251811241,1454.5837811953304,1
76,131411080077,1314,2013-11-08,BRK,108,WAS,112,1,1528.501540492437,1522.8671645230754,1458.9459031811543,1464.580279150516,0
77,131411080078,1314,2013-11-08,OKC,119,DET,110,0,1632.08863521527,1638.108660164488,1415.390875580924,1409.3708506317062,0
78,131411080079,1314,2013-11-08,UTA,73,CHI,97,1,1480.7435297028808,1469.8302151020962,1509.1942098568074,1520.107524457592,1
79,131411080080,1314,2013-11-08,DAL,108,MIN,116,1,1537.017097653525,1529.7153884743593,1493.0048179944013,1500.306527173567,0
80,131411080081,1314,2013-11-08,LAL,85,NOP,96,1,1504.217517251292,1494.348724524235,1433.1321851346984,1443.0009778617555,0
81,131411080082,1314,2013-11-08,GSW,74,SAS,76,1,1601.627183817947,1599.2503054475244,1666.9938675036674,1669.37074587409,1
82,131411080083,1314,2013-11-08,DEN,103,PHO,114,1,1571.2248743443572,1557.8161951254538,1414.3355483767432,1427.7442275956466,0
83,131411080084,1314,2013-11-08,SAC,91,POR,104,1,1419.7625105769378,1412.6941390765446,1451.6136158446088,1458.681987345002,1
84,131411090085,1314,2013-11-09,UTA,91,TOR,115,1,1469.8302151020962,1457.9103846815076,1478.9170202126909,1490.8368506332795,1
85,131411090086,1314,2013-11-09,ORL,94,ATL,104,1,1361.029447719227,1357.2949913468099,1488.4185094747093,1492.1529658471263,1
86,131411090087,1314,2013-11-09,IND,96,BRK,91,0,1610.2853017631949,1617.6515590150846,1522.8671645230754,1515.5009072711857,0
87,131411090088,1314,2013-11-09,PHI,125,CLE,127,1,1454.5837811953304,1449.9160487606887,1363.8893258915514,1368.557058326193,0
88,131411090089,1314,2013-11-09,BOS,111,MIA,110,0,1468.2508683300493,1477.7030928806173,1692.4445652065203,1682.9923406559524,1
89,131411090090,1314,2013-11-09,LAC,107,HOU,94,0,1583.5538042034539,1600.1183486786701,1573.8626358989075,1557.2980914236912,0
90,131411090091,1314,2013-11-09,GSW,90,MEM,108,1,1599.2503054475244,1588.0654716035367,1576.9495414502185,1588.1343752942062,0
91,131411090092,1314,2013-11-09,DAL,91,MIL,83,0,1529.7153884743593,1539.4267287615269,1448.3723463608517,1438.6610060736841,0
92,131411090093,1314,2013-11-09,POR,96,SAC,85,0,1458.681987345002,1471.9654918117023,1412.6941390765446,1399.4106346098442,0
93,131411100094,1314,2013-11-10,SAS,120,NYK,89,0,1669.37074587409,1690.4373190527174,1553.0413158492572,1531.97474267063,0
94,131411100095,1314,2013-11-10,WAS,105,OKC,106,1,1464.580279150516,1463.442358006084,1638.108660164488,1639.2465813089198,1
95,131411100096,1314,2013-11-10,NOP,94,PHO,101,1,1443.0009778617555,1437.0068026046122,1427.7442275956466,1433.73840285279,0
96,131411100097,1314,2013-11-10,MIN,113,LAL,90,0,1500.306527173567,1525.0078061276363,1494.348724524235,1469.6474455701657,0
97,131411110098,1314,2013-11-11,ATL,103,CHO,94,0,1492.1529658471263,1500.7726338937616,1360.1672239163863,1351.547555869751,0
98,131411110099,1314,2013-11-11,MEM,79,IND,95,1,1588.1343752942062,1579.9360307878562,1617.6515590150846,1625.8499035214345,1
99,131411110100,1314,2013-11-11,SAS,109,PHI,85,0,1690.4373190527174,1700.7534618472,1449.9160487606887,1439.599905966206,0
100,131411110101,1314,2013-11-11,ORL,105,BOS,120,1,1357.2949913468099,1352.271224386306,1477.7030928806173,1482.7268598411213,1
101,131411110102,1314,2013-11-11,CLE,81,CHI,96,1,1368.557058326193,1364.2912332571873,1520.107524457592,1524.3733495265978,1
102,131411110103,1314,2013-11-11,TOR,104,HOU,110,1,1490.8368506332795,1487.0531811615301,1557.2980914236912,1561.0817608954405,1
103,131411110104,1314,2013-11-11,DEN,100,UTA,81,0,1557.8161951254538,1573.6296705610146,1457.9103846815076,1442.0969092459468,0
104,131411110105,1314,2013-11-11,DET,103,POR,109,1,1409.3708506317062,1405.5154871448099,1471.9654918117023,1475.8208552985986,1
105,131411110106,1314,2013-11-11,MIN,107,LAC,109,1,1525.0078061276363,1522.7415150100126,1600.1183486786701,1602.3846397962939,1
106,131411120107,1314,2013-11-12,MIL,95,MIA,118,1,1438.6610060736841,1435.2302173973326,1682.9923406559524,1686.423129332304,1
107,131411120108,1314,2013-11-12,WAS,95,DAL,105,1,1463.442358006084,1458.5958760430242,1539.4267287615269,1544.2732107245868,1
108,131411120109,1314,2013-11-12,DET,95,GSW,113,1,1405.5154871448099,1401.4331511097685,1588.0654716035367,1592.1478076385781,1
109,131411120110,1314,2013-11-12,NOP,95,LAL,116,1,1437.0068026046122,1427.2659072843658,1469.6474455701657,1479.388340890412,1
110,131411130111,1314,2013-11-13,MIL,91,ORL,94,1,1435.2302173973326,1429.985094867565,1352.271224386306,1357.5163469160734,0
111,131411130112,1314,2013-11-13,HOU,117,PHI,123,1,1561.0817608954405,1552.7279643714094,1439.599905966206,1447.9537024902372,0
112,131411130113,1314,2013-11-13,CHO,89,BOS,83,0,1351.547555869751,1366.5559543393692,1482.7268598411213,1467.718461371503,1
113,131411130114,1314,2013-11-13,NYK,95,ATL,91,0,1531.97474267063,1539.975681716888,1500.7726338937616,1492.7716948475036,0
114,131411130115,1314,2013-11-13,TOR,103,MEM,87,0,1487.0531811615301,1512.0615672361475,1579.9360307878562,1554.9276447132388,1
115,131411130116,1314,2013-11-13,CLE,95,MIN,124,1,1364.2912332571873,1357.7765289987476,1522.7415150100126,1529.2562192684522,1
116,131411130117,1314,2013-11-13,WAS,79,SAS,92,1,1458.5958760430242,1456.2404119377647,1700.7534618472,1703.1089259524595,1
117,131411130118,1314,2013-11-13,LAL,99,DEN,111,1,1479.388340890412,1474.4261329420092,1573.6296705610146,1578.5918785094175,1
